Title,China Runtime,Converted,China Release Date,Budget,Genres,Original Language,Production Company,Global Release Date,Revenue,Global Runtime,Difference
The Heat,01:52:09,112,,43000000,Action ;Comedy ;Crime ;,en,Ingenious Film Partners ;Ingenious Media ;Twentieth Century Fox Film Corporation ;Chernin Entertainment ;Big Screen Productions ;TSG Entertainment ;,06/27/13,158674180,117,-5
Petunia,01:51:25,111,,0,Comedy ;Drama ;,en,,06/28/13,0,112,-1
The Lone Ranger,02:29:33,149,5/13/10,0,Western ; Action; Adventure,en,,07/03/13,0,150,-1
The Conjuring,01:51:57,111,,13000000,Horror ;Thriller ;,en,New Line Cinema ;The Safran Company ;Evergreen Media Group ;,07/18/13,318000141,112,-1
The Wolverine,02:18:13,138,10/17/13,120000000,Action ;Science ;Fiction ;Adventure ;Fantasy ;,en,Twentieth Century Fox Film Corporation ;Donners ;Company ;Marvel Entertainment ;Bad Hat Harry Productions ;Big Screen Productions ;TSG Entertainment ;,07/23/13,415440673,126,12
Justice League: The Flashpoint Paradox,01:21:15,81,,3500000,Fantasy ;Science ;Fiction ;Animation ;Action ;Adventure ;,en,DC Comics ;Warner Bros ;Animation ;DC Entertainment ;Studio  ;,07/28/13,0,75,6
The Canyons,01:32:29,92,,250000,Thriller ;Drama ;,en,Filmworks ;FX ;Prettybird ;Post Empire Films ;Sodium Fox ;,07/29/13,56825,99,-7
The Smurfs 2,01:40:31,100,12/13/09,105000000,Fantasy ;Family ;Comedy ;Animation ;,en,Columbia Pictures ;Sony Pictures Animation ;Kerner Entertainment Company ;Hemisphere Media Capital ;NeoReel ;,07/30/13,347434178,105,-5
The Mortal Instruments: City of Bones,02:09:59,129,8/21/13,60000000,Action ;Adventure ;Drama ;Mystery ;Romance ;Fantasy ;,en,Constantin Film Produktion ;Don Carmody Productions ;Unique Features ;Mr ;Smith Productions ;,08/21/13,90565421,130,-1
Getaway,01:30:04,90,,18000000,Action ;Crime ;,en,Dark Castle Entertainment ;Signature Pictures ;After Dark Films ;Silver Reel ;Saints LA ;Bomar OOD ;Dunulf Productions ;Emmitt Productions Limited ;ADF Acquisitions ;,08/29/13,10501938,90,0
The Family,01:46:26,106,7/14/03,30000000,Crime ;Comedy ;Action ;,en,Canal Plus ;TF ;Films Production ;Grive Productions ;EuropaCorp ;Relativity Media ;TF ;Malavita ;,09/13/13,36894225,111,-5
Coherence,01:27:18,87,,0,Thriller ;Science ;Fiction ;,en,Ugly Duckling Films ;Bellanova Films ;,09/19/13,102617,89,-2
Gravity,01:30:58,90,11/19/13,105000000,Science ;Fiction ;Thriller ;Drama ;,en,Warner Bros ;Heyday Films ;Esperanto Filmoj ;,09/27/13,716392705,91,-1
Carrie,01:56:38,116,,30000000,Drama ;Horror ;,en,Screen Gems ;Metro ;Goldwyn ;Mayer  ;MGM ;Misher Films ;,10/16/13,82394288,100,16
12 Years a Slave,02:13:46,133,,20000000,Drama ;History ;,en,Plan B Entertainment ;Regency Enterprises ;River Road Entertainment ;Film ;New Regency Pictures ;,10/18/13,187000000,134,-1
Jackass Presents: Bad Grandpa,01:42:13,102,,15000000,Comedy ;,en,Paramount Pictures ;MTV Films ;Dickhouse Productions ;,10/22/13,151831537,92,10
Ender's Game,01:53:41,113,7/14/01,110000000,Science ;Fiction ;Action ;Adventure ;,en,Summit Entertainment ;Chartoff Productions ;Odd Lot Entertainment ;O Paper Products ;Digital Domain ;Taleswapper ;,10/23/13,125537191,114,-1
The Counselor,02:05:54,125,,25000000,Thriller ;Crime ;Drama ;,en,Ingenious Media ;Fox  ;Pictures ;Scott Free Productions ;Kanzaman ;Nick Wechsler Productions ;Big Screen Productions ;Chockstone Pictures ;Translux ;TSG Entertainment ;,10/25/13,71009334,117,8
Thor: The Dark World,01:52:03,112,8/13/11,170000000,Action ;Adventure ;Fantasy ;,en,Marvel Studios ;,10/29/13,644571402,112,0
The Hunger Games: Catching Fire,02:26:14,146,11/21/13,130000000,Adventure ;Action ;Science ;Fiction ;,en,Lionsgate ;Color Force ;,11/15/13,847423452,146,0
Saving Mr. Banks,02:00:29,120,,35000000,Comedy ;Drama ;History ;,en,Walt Disney Pictures ;BBC Films ;Ruby Films ;Essential Media  ;Entertainment ;Hopscotch Features ;,11/16/13,112544580,125,-5
Homefront,01:31:15,91,3/14/14,22000000,Action ;Thriller ;,en,Millennium Films ;Open Road Films ;,11/27/13,43058898,100,-9
Frozen,01:37:58,97,5/14/02,150000000,Animation ;Adventure ;Family ;,en,Walt Disney Pictures ;Walt Disney Animation Studios ;,11/27/13,1274219009,102,-5
Anchorman 2: The Legend Continues,01:47:48,107,,50000000,Comedy ;,en,Paramount Pictures ;Gary Sanchez Productions ;Apatow Productions ;,12/18/13,173649015,119,-12
The Secret Life of Walter Mitty,01:54:50,114,,90000000,Adventure ;Comedy ;Drama ;Fantasy ;,en,New Line Cinema ;Ingenious Media ;Twentieth Century Fox Film Corporation ;Samuel Goldwyn Films ;Big Screen Productions ;Red Hour Films ;TSG Entertainment ;Down Productions ;,12/18/13,188133322,114,0
American Hustle,01:43:12,103,4/14/07,40000000,Drama ;Crime ;,en,Columbia Pictures ;Atlas Entertainment ;Annapurna Pictures ;,12/20/13,251171807,138,-35
Grudge Match,01:53:16,113,,40000000,Comedy ;,en,Gerber Pictures ;Warner Bros ;,12/25/13,44907260,113,0
Labor Day,01:51:13,111,,18000000,Drama ;,en,Mr ;Mudd Production ;Indian Paintbrush ;Right of Way Films ;,12/27/13,20275812,111,0
Jack Ryan: Shadow Recruit,01:45:32,105,1/17/14,60000000,Action ;Drama ;Thriller ;,en,Paramount Pictures ;Di Bonaventura Pictures ;Mace Neufeld Productions ;Skydance Productions ;Etalon film ;Buckaroo Entertainment ;,01/15/14,50549107,105,0
Song One,01:28:17,88,,6000000,Drama ;,en,Worldview Entertainment ;,01/20/14,32251,86,2
JLA Adventures: Trapped in Time,52:35:00,52,,0,Family ;Animation ;Action ;Science ;Fiction ;,en,DC Comics ;Warner Bros ;Animation ;Warner Home Video ;DC Entertainment ;Warner Bros ;Home Entertainment Group ;,01/21/14,0,52,0
"I, Frankenstein",01:28:22,88,5/26/15,65000000,Horror ;Thriller ;,en,Lakeshore Entertainment ;Sidney Kimmel Entertainment ;Lionsgate ;Hopscotch Films ;,01/22/14,71154592,92,-4
The Monuments Men,01:53:29,113,3/28/14,70000000,War ;Drama ;History ;Action ;,en,Columbia Pictures ;Studio Babelsberg ;Fox  ;Pictures ;Smokehouse Pictures ;Obelisk Productions ;,01/24/14,154984035,118,-5
The Grand Budapest Hotel,01:35:30,95,,30000000,Comedy ;Drama ;,en,Fox Searchlight Pictures ;Scott Rudin Productions ;Studio Babelsberg ;Indian Paintbrush ;TSG Entertainment ;American Empirical Pictures ;,02/26/14,174600318,99,-4
Need for Speed,02:04:46,124,3/14/14,66000000,Action ;Crime ;Drama ;Thriller ;,en,DreamWorks SKG ;Reliance Entertainment ;Bandito Brothers ;Touchstone Pictures ;Electronic Arts ;Revolution Sun Studios ;,03/13/14,203277636,130,-6
Veronica Mars,01:47:38,107,,6000000,Comedy ;Drama ;Crime ;,en,Warner Bros ;Warner Bros ;Interactive Entertainment ;Rob Thomas Productions ;Spondoolie Productions ;WARNER BROS DIGITAL DISTRIBUTION ;In The Groove ;,03/13/14,3485127,107,0
Divergent,02:19:38,139,8/14/09,85000000,Adventure ;Action ;Science ;Fiction ;,en,Summit Entertainment ;Red Wagon Entertainment ;,03/14/14,288747895,139,0
Exists,01:19:46,79,,0,Horror ;,en,Haxan Films ;Court Five ;Miscellaneous Entertainment ;,03/17/14,0,86,-7
Rio 2,01:36:59,96,11/14/04,103000000,Animation ;Adventure ;Comedy ;Family ;,en,Blue Sky Studios ;Twentieth Century Fox Animation ;,03/19/14,500188435,102,-6
Muppets Most Wanted,01:42:52,102,,50000000,Comedy ;Adventure ;Crime ;Family ;,en,Buena Vista ;Disney ;,03/20/14,80383290,112,-10
Noah,02:17:52,137,,125000000,Drama ;Adventure ;,en,Paramount Pictures ;Regency Enterprises ;Protozoa Pictures ;Disruption Entertainment ;,03/20/14,362637473,139,-2
Captain America: The Winter Soldier,02:15:52,135,4/14/04,170000000,Action ;Adventure ;Science ;Fiction ;,en,Marvel Studios ;,03/20/14,714766572,136,-1
Rob the Mob,01:43:38,103,,0,Crime ;Drama ;,en,The Exchange ;RTM Film Inc ;,03/21/14,206909,104,-1
Hide Your Smiling Faces,01:19:54,79,,0,Drama ;,en,Flies ;,03/25/14,0,81,-2
Scooby-Doo! WrestleMania Mystery,01:23:37,83,,0,Animation ;Comedy ;Family ;Mystery ;,en,WWE Studios ;Warner Bros ;Feature Animation ;,03/25/14,0,84,-1
Airplane vs Volcano,01:30:50,90,3/28/14,0,Action ;,en,The Asylum ;,03/28/14,0,91,-1
Finding Vivian Maier,01:24:08,84,,0,Documentary ;,en,,03/28/14,1503616,83,1
The Other Woman,01:44:31,104,,40000000,Comedy ;Romance ;,en,Twentieth Century Fox Film Corporation ;LBI Productions ;,04/16/14,196781193,109,-5
The Amazing Spider-Man 2,02:21:32,141,4/14/05,200000000,Action ;Adventure ;Fantasy ;,en,Columbia Pictures ;Marvel Enterprises ;Avi Arad Productions ;Matt Tolmach Productions ;,04/16/14,705717432,142,-1
Bears,01:14:20,74,,0,Documentary ;Family ;,en,Disneynature ;,04/17/14,0,78,-4
Son of Batman,01:14:09,74,,0,Animation ;Action ;Adventure ;,en,DC Comics ;Warner Bros ;Animation ;Warner Home Video ;Warner Premiere ;DC Entertainment ;,04/20/14,0,74,0
Swelter,01:36:01,96,,8000000,Action ;Drama ;Thriller ;,en,Grand Peaks Entertainment ;Exchange Peaks Film Capital ;Film Invaders ;,04/20/14,0,96,0
Godzilla,02:03:07,123,6/13/14,160000000,Action ;Science ;Fiction ;Thriller ;,en,Toho Company ;Legendary Pictures ;Warner Bros ;Disruption Entertainment ;RatPac ;Dune Entertainment ;,05/14/14,529076069,123,0
X-Men: Days of Future Past,02:05:11,125,5/23/14,250000000,Action ;Adventure ;Fantasy ;Science ;Fiction ;,en,Twentieth Century Fox Film Corporation ;Donners ;Company ;Marvel Entertainment ;Bad Hat Harry Productions ;TSG Entertainment ;Down Productions ;Revolution Sun Studios ;,05/15/14,747862775,131,-6
The Fault in Our Stars,02:00:42,120,,12000000,Romance ;Drama ;,en,Fox  ;Pictures ;Temple Hill Entertainment ;TSG Entertainment ;,05/16/14,307166834,125,-5
A Short History of Decay,01:33:31,93,,0,Comedy ;,en,,05/16/14,0,94,-1
Blended,01:52:21,112,,40000000,Comedy ;,en,Happy Madison Productions ;Karz Entertainment ;Warner Bros ;Gulfstream Pictures ;,05/21/14,123494610,117,-5
The Normal Heart,02:05:03,125,,0,Drama ;,en,Plan B Entertainment ;Blumhouse Productions ;HBO Films ;Ryan Murphy Productions ;Twentieth Century Fox Television ;,05/25/14,0,133,-8
Edge of Tomorrow,01:53:29,113,6/14/06,178000000,Action ;Science ;Fiction ;,en,Village Roadshow Pictures ;Warner Bros ;Viz Media ;Province of British Columbia Production Services Tax Credit ;Arts Entertainment ;RatPac ;Dune Entertainment ;,05/27/14,370541256,113,0
Maleficent,01:33:24,93,6/20/14,180000000,Fantasy ;Adventure ;Action ;Family ;Romance ;,en,Walt Disney Pictures ;Walt Disney Studios Motion Pictures ;Roth Films ;,05/28/14,758539785,97,-4
Ivory Tower,01:26:21,86,,0,Documentary ;,en,Participant Media ;,06/13/14,0,97,-11
Hellion,01:36:13,96,,0,Thriller ;Drama ;,en,IFC Films ;Silver Sail Entertainment ;Across Town Productions ;Arts ;Labor ;,06/13/14,0,98,-2
Dawn of the Planet of the Apes,02:05:00,125,8/29/14,170000000,Science ;Fiction ;Action ;Drama ;Thriller ;,en,Ingenious Media ;Chernin Entertainment ;TSG Entertainment ;,06/26/14,710644566,130,-5
Young Ones,01:39:33,99,,0,Western ;Action ;Drama ;Science ;Fiction ;,en,Quickfire Films ;Spier Films ;Bifrost Pictures ;Subotica Entertainment ;,06/28/14,0,100,-1
And So It Goes,01:29:24,89,,18000000,Comedy ;Drama ;Romance ;,en,Castle Rock Entertainment ;Envision Entertainment ;ASIG Productions ;,07/20/14,25312387,94,-5
Guardians of the Galaxy,01:55:33,115,10/14/10,170000000,Action ;Science ;Fiction ;Adventure ;,en,Marvel Studios ;Moving Picture Company  ;MPC ;Bulletproof Cupid ;Revolution Sun Studios ;,07/30/14,773328629,121,-6
Sharknado 2: The Second One,01:34:05,94,,0,Thriller ;Horror ;Science ;Fiction ;,en,The Asylum ;Syfy ;,07/30/14,0,86,8
The November Man,01:41:29,101,4/16/03,15000000,Crime ;Action ;Thriller ;,en,Irish Dreamtime ;Relativity Media ;SPD Films ;,08/27/14,32556119,108,-7
Don't Blink,01:32:20,92,,0,Horror ;,en,WindowLight Pictures ;EchoWolf Productions ;Engine Film Group ;Last Stop ;,09/18/14,0,92,0
The Equalizer,02:12:03,132,,55000000,Thriller ;Action ;Crime ;,en,Columbia Pictures ;Village Roadshow Pictures ;Escape Artists ;Mace Neufeld Productions ;LStar Capital ;Lonetree Entertainment ;,09/24/14,192330738,132,0
The Keeping Room,01:34:29,94,,0,Drama ;Western ;,en,Wind Dancer Productions ;Anonymous Content ;Gilbert Films ;,09/25/14,0,95,-1
Playing It Cool,01:30:53,90,,0,Comedy ;Romance ;,en,Wonderland Sound and Vision ;Voltage Pictures ;,09/26/14,0,94,-4
Sniper: Legacy,01:33:57,93,null,0,Thriller ;Action ;,en,Destination Films ;BUFO ;,09/29/14,0,94,-1
Julia,01:26:47,86,,0,Thriller ;Horror ;,en,Zero Gravity Management ;Farraj Factory ;Kinetic Arts ;Tycor International Film Company ;,10/14/14,2710,95,-9
The Loft,01:40:50,100,,14000000,Thriller ;,en,Dark Castle Entertainment ;Anonymous Content ;Open Road Films ;,10/14/14,10076790,108,-8
Dark Was the Night,01:38:02,98,,0,Horror ;Thriller ;,en,Maiden Woods Films ;,10/17/14,0,97,1
"Men, Women & Children",01:57:28,117,,0,Drama ;Comedy ;,en,Paramount Pictures ;Right of Way Films ;,10/17/14,461162,116,1
Big Hero 6,01:37:37,97,2/28/15,165000000,Adventure ;Family ;Animation ;Action ;Comedy ;,en,Walt Disney Pictures ;Walt Disney Animation Studios ;,10/24/14,652105443,102,-5
There's Always Woodstock,01:36:41,96,,0,Romance ;Comedy ;Music ;,en,Sunrise Films ;,11/14/14,0,90,6
The Hunger Games: Mockingjay - Part 1,02:02:42,122,8/15/02,125000000,Science ;Fiction ;Adventure ;Thriller ;,en,Lionsgate ;Color Force ;,11/18/14,752100229,123,-1
Penguins of Madagascar,01:28:13,88,11/14/14,132000000,Family ;Animation ;Adventure ;Comedy ;,en,DreamWorks Animation ;,11/22/14,373552094,92,-4
Horrible Bosses 2,01:48:21,108,,42000000,Comedy ;,en,New Line Cinema ;BenderSpink ;RatPac Entertainment ;,11/26/14,107670357,108,0
Goodbye to All That,01:18:10,78,,0,Comedy ;,en,Epoch Films ;RC Pictures ;,12/17/14,0,87,-9
Night at the Museum: Secret of the Tomb,01:37:49,97,4/15/01,127000000,Adventure ;Comedy ;Fantasy ;Family ;,en,Twentieth Century Fox Film Corporation ;Pictures ;Laps Entertainment ;Moving Picture Company  ;MPC ;TSG Entertainment ;,12/17/14,349424282,97,0
Annie,01:53:39,113,9/15/01,65000000,Drama ;Family ;Comedy ;,en,Columbia Pictures; Olive Bridge Entertainment; Sony Pictures Entertainment (SPE); Overbrook Entertainment ; Marcy Media ;,12/19/14,133821816,119,-6
Inherent Vice,02:20:45,140,,20000000,Comedy ;Romance ;Crime ;Drama ;Mystery ;,en,Ghoulardi Film Company ;Warner Bros ;IAC Films ;,12/25/14,11110975,148,-8
Into the Woods,01:59:33,119,,50000000,Fantasy ;Comedy ;Music ;,en,Walt Disney Pictures ;Marc Platt Productions ;Lucamar Productions ;,12/25/14,212902372,125,-6
Selma,02:02:48,122,,20000000,History ;Drama ;,en,Plan B Entertainment ;Harpo Films ;Celador Films ;Cloud Eight Films ;Path ;,12/25/14,66787908,127,-5
The Gambler,01:50:58,110,,25000000,Thriller ;Crime ;Drama ;,en,Paramount Pictures ;Closest to the Hole Productions ;Leverage Entertainment ;Chartoff ;Winkler Productions ;,12/25/14,39171130,111,-1
Little Accidents,01:44:41,104,,0,Drama ;,en,MindSmack Productions ;Archer Gray ;Maiden Voyage Pictures ;,01/16/15,0,105,-1
Strange Magic,01:35:11,95,,0,Music ;Animation ;Family ;Fantasy ;,en,Lucasfilm ;Touchstone Pictures ;,01/23/15,13603453,99,-4
Justice League: Throne of Atlantis,01:12:06,72,,3500000,Science ;Fiction ;Action ;Animation ;Adventure ;,en,DC Comics ;Warner Bros ;Feature Animation ;,01/27/15,0,72,0
Project Almanac,01:46:12,106,,12000000,Science ;Fiction ;Thriller ;,en,Paramount Pictures ;MTV Films ;Platinum Dunes ;Insurge Pictures ;,01/29/15,32248241,106,0
Uncanny,01:22:44,82,,0,Drama ;Science ;Fiction ;Thriller ;,en,Shoreline Entertainment ;Accelerated Matter ;Emergent Behavior ;,01/31/15,0,91,-9
"McFarland, USA",02:03:30,123,,0,Drama ;,en,Walt Disney Pictures ;Mayhem Pictures ;,02/20/15,45710059,128,-5
The DUFF,01:41:13,101,,8500000,Romance ;Comedy ;,en,Wonderland Sound and Vision ;CBS Films ;Vast Entertainment ;,02/20/15,43528634,100,1
Focus,01:42:45,102,,50100000,Romance ;Comedy ;Crime ;Drama ;,en,Kramer  ;Sigman Films ;RatPac ;Dune Entertainment ;Zaftig Films ;,02/25/15,153962963,105,-3
Cinderella,01:40:57,100,3/13/15,,Drama ;Romance ;,en,,03/13/15,0,105,-5
Champs,01:30:42,90,,0,Documentary ;,en,,03/13/15,0,86,4
The Flintstones & WWE: Stone Age Smackdown,51:41:00,51,,0,Animation ;Comedy ;Family ;,en,Warner Bros ;Animation ;Hanna ;Barbera ;WWE Studios ;,03/17/15,0,52,-1
The Barber,01:30:13,90,,0,Thriller ;,en,Chapman Filmed Entertainment ;,03/27/15,0,95,-5
Batman vs. Robin,01:19:59,79,,0,Action ;Adventure ;Animation ;,en,Warner Bros ;Animation ;DC Entertainment ;,04/14/15,0,72,7
Ashby,01:38:48,98,,0,Drama ;Romance ;Comedy ;,en,Head Gear Films ;Metrol Technology ;Langley Park Productions ;,04/19/15,4631,102,-4
Little Boy,01:42:01,102,,20000000,Comedy ;Drama ;War ;,en,Metanoia Films ;Santa F ;Films ;,04/23/15,6485961,106,-4
Barely Lethal,01:38:57,98,,0,Adventure ;Action ;Comedy ;,en,,04/30/15,6075,96,2
San Andreas Quake,01:23:58,83,,0,Movie ;Action ;Science ;Fiction ;,en,The Asylum ;,05/19/15,0,90,-7
Tomorrowland,02:04:32,124,5/26/15,190000000,Adventure ;Family ;Mystery ;Science ;Fiction ;,en,Walt Disney Pictures ;Babieka ;,05/19/15,209154322,130,-6
Tooken,01:07:11,67,,0,Action ;Comedy ;,en,Elevative Entertainment ;,05/26/15,0,81,-14
The Black Hole,01:46:24,106,,800000,Science ;Fiction ;Thriller ;,en,Asgard Entertainment ; Red Pine Studios ; Black Wing Digital,05/26/15,0,111,-5
San Andreas,01:54:25,114,2/15/06,110000000,Action ;Drama ;Thriller ;,en,New Line Cinema ;Village Roadshow Pictures ;Warner Bros ;Flynn Picture Company ;,05/27/15,470490832,114,0
Survivor,01:27:49,87,null,0,Action ;Horror ;Science ;Fiction ;,en,,05/29/15,0,96,-9
The Girl in the Book,01:24:55,84,6/13/15,0,Drama ;,en,Varient Busted Buggy Entertainmen ;,06/13/15,0,86,-2
Southpaw,02:03:50,123,2/16/09,30000000,Action ;Drama ;,en,Escape Artists ;Riche ;Ludwig Productions ;,06/15/15,91709827,123,0
Minions,01:30:59,90,9/13/15,74000000,Family ;Animation ;Adventure ;Comedy ;,en,Universal Pictures ;Illumination Entertainment ;,06/17/15,1156730962,91,-1
Phantom Halo,01:29:07,89,,0,Thriller ;Crime ;Drama ;,en,Optimism Entertainment ;Station  ;Films ;,06/19/15,0,87,2
Max,01:50:57,110,,20000000,Adventure ;Drama ;Family ;,en,Sunswept Entertainment ;Warner Bros ;Metro ;Goldwyn ;Mayer  ;MGM ;Reel Chefs Catering ;,06/26/15,43967255,111,-1
Ant-Man,01:52:41,112,10/16/15,130000000,Science ;Fiction ;Action ;Adventure ;,en,Marvel Studios ;,07/14/15,519311965,117,-5
Equals,01:41:20,101,,16000000,Drama ;Romance ;Science ;Fiction ;,en,Scott Free Productions ;Infinite Frameworks Studios ;Freedom Media ;Route One Entertainment ;,07/15/15,2084628,101,0
Mission: Impossible - Rogue Nation,02:06:09,126,8/15/09,150000000,Action ;Adventure ;Thriller ;,en,Paramount Pictures ;Skydance Productions ;China Movie Channel ;Bad Robot ;TC Productions ;Alibaba Pictures Group ;Odin ;,07/23/15,682330139,131,-5
Justice League: Gods and Monsters,01:15:42,75,,0,Action ;Animation ;Fantasy ;,en,Warner Bros ;Animation ;Warner Home Video ;Warner Premiere ;DC Entertainment ;,07/28/15,0,76,-1
Vacation,01:38:58,98,,31000000,Comedy ;,en,New Line Cinema ;BenderSpink ;David Dobkin Productions ;,07/28/15,104384188,99,-1
The End of the Tour,01:46:04,106,,0,Drama ;,en,,07/31/15,3002884,106,0
Air,01:20:49,80,,0,Thriller ;Science ;Fiction ;,en,Automatik Entertainment ;Circle of Confusion ;Skybound Entertainment ;Oddfellows Entertainment ;,08/14/15,0,94,-14
Batman Unlimited: Monster Mayhem,01:20:08,80,,0,Action ;Animation ;Family ;,en,Warner Bros ;Animation ;,08/18/15,0,81,-1
American Ultra,01:35:25,95,4/15/16,28000000,Comedy ;Action ;,en,Lionsgate ;Likely Story ;FilmNation Entertainment ;Circle of Confusion ;The Bridge Finance Company ;Merced Media Partners ;PalmStar Media ;,08/19/15,27139524,96,-1
Learning to Drive,01:27:57,87,,0,Comedy ;Drama ;Romance ;,en,Broad Green Pictures ;Lavender Pictures ;,08/21/15,3447633,90,-3
We Are Your Friends,01:34:17,94,,6000000,Drama ;Music ;Romance ;,en,Working Title Films ;,08/26/15,11122090,96,-2
No Escape,01:41:36,101,2/15/09,5000000,Action ;Thriller ;,en,Bold Films ;Living Films ;Brothers Dowdle Productions ;,08/26/15,54418872,103,-2
Chain of Command,01:27:41,87,1/9/96,5000000,Thriller ;Adventure ;Action ;,en,Hollywood Media Bridge ;LionsGate ;Clear Lake Entertainment ;Dog and Pony Media ;,08/30/15,0,88,-1
Hidden,01:23:10,83,,0,Thriller ;Horror ;,en,Primal Pictures ;Warner Bros ;,09/15/15,0,83,0
Captive,01:33:08,93,,2000000,Crime ;Drama ;Thriller ;,en,Itaca Films ;BN Films ;Brightside Entertainment ;Entertainment ;Yoruba Saxon Productions ;,09/17/15,2801508,97,-4
Pan,01:51:32,111,10/22/15,150000000,Adventure ;Family ;Fantasy ;,en,Warner Bros ;Moving Picture Company  ;MPC ;Berlanti Productions ;RatPac ;Dune Entertainment ;,09/24/15,128388320,111,0
The Intern,02:01:28,121,,35000000,Comedy ;,en,Waverly Films ;Warner Bros ;,09/24/15,194564672,121,0
The Martian,02:21:32,141,11/25/15,108000000,Drama ;Adventure ;Science ;Fiction ;,en,Twentieth Century Fox Film Corporation ;Scott Free Productions ;Mid Atlantic Films ;International Traders ;TSG Entertainment ;Genre Films ;,09/30/15,630161890,141,0
Shanghaied,01:02:45,62,4/15/10,,Comedy ;,en,,10/04/15,0,27,35
Bridge of Spies,02:21:19,141,,40000000,Thriller ;Drama ;,en,DreamWorks SKG ;Amblin Entertainment ;Studio Babelsberg ;Fox  ;Pictures ;Marc Platt Productions ;Participant Media ;Reliance Entertainment ;TSG Entertainment ;,10/15/15,165478348,141,0
